Index,Start Date,End Date,Observations,Mean Return (%),Daily Std (%),Annualized Vol (%),Skewness,Excess Kurtosis,Min Return (%),Max Return (%)
NIFTY 50,2013-02-18,2024-12-30,2502,0.06066983956612096,1.035681196834113,16.440929306212794,-0.9272139485651314,18.050147597292103,-13.903756461051204,8.400295216282224
