Model,Omega,Alpha,Beta,Persistence (Alpha+Beta),Half_Life_Days,AIC,BIC,Ljung_Box_Resid_Q_Stat,Ljung_Box_Resid_Pval,Ljung_Box_SqResid_Q_Stat,Ljung_Box_SqResid_Pval,ARCH_LM_Stat,ARCH_LM_Pval
"GARCH(1,1) StudentsT",1.0806029682565526e-06,0.05633513284254575,0.933577294716202,0.9899124275587478,68.36582247152634,5904.908886750506,5933.392222158139,19.682484042199448,0.03240299363601209,5.953684324962269,0.8191393528564961,5.871401179697089,0.8259493086710421
